intent,pertanyaan,jawaban,pertanyaan_clean
pemadaman_listrik,Mau cek jadwal perbaikan jaringan listrik.,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",mau cek jadwal perbaikan jaringan listrik
pemadaman_listrik,"Min, nanti malam ada pemadaman ga ya?","Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",admin nanti malam ada pemadaman tidak ya
pemadaman_listrik,Tolong berikan jadwal maintenance PLN untuk minggu ini.,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",tolong berikan jadwal maintenance pln untuk minggu ini
pemadaman_listrik,Gimana cara lihat jadwal pemadaman terencana?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",bagaimana cara lihat jadwal pemadaman terencana
pemadaman_listrik,Listrik di sekitar sini kenapa padam? Ada jadwal kah?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",listrik di sekitar sini kenapa padam ada jadwal kah
pemadaman_listrik,Cek info mati lampu untuk area Medan.,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",cek informasi mati lampu untuk area medan
pemadaman_listrik,Apakah ada pemberitahuan pemadaman listrik?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",apakah ada pemberitahuan pemadaman listrik
pemadaman_listrik,Kapan saja biasanya ada pemeliharaan jaringan?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",kapan saja biasanya ada pemeliharaan jaringan
pemadaman_listrik,Saya mau tahu daftar lokasi pemadaman hari ini.,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",saya mau tahu daftar lokasi pemadaman hari ini
pemadaman_listrik,Ada pengumuman pemadaman listrik tidak?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",ada pengumuman pemadaman listrik tidak
pemadaman_listrik,"Info dong, listrik padam sampai jam berapa?","Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",informasi dong listrik padam sampai jam berapa
pemadaman_listrik,Jadwal pemadaman di kecamatan saya ada?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",jadwal pemadaman di kecamatan saya ada
pemadaman_listrik,Bagaimana saya bisa dapat info terbaru soal mati lampu?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",bagaimana saya bisa dapat informasi terbaru soal mati lampu
pemadaman_listrik,"Halo, apakah ada perbaikan listrik yang terjadwal?","Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",halo apakah ada perbaikan listrik yang terjadwal
pemadaman_listrik,"Mau tanya, kenapa sering ada pemadaman ya?","Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",mau tanya kenapa sering ada pemadaman ya
pemadaman_listrik,Pemberitahuan mati lampu untuk esok hari.,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",pemberitahuan mati lampu untuk esok hari
pemadaman_listrik,Di mana saya bisa melihat daftar wilayah terdampak pemadaman?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",di mana saya bisa melihat daftar wilayah terdampak pemadaman
pemadaman_listrik,Apakah ada pemadaman bergilir di wilayah saya?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",apakah ada pemadaman bergilir di wilayah saya
pemindahan_tiang_listrik,Prosedur geser tiang listrik PLN gimana ya?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",prosedur geser tiang listrik pln bagaimana ya
pemindahan_tiang_listrik,"Saya mau pindahin tiang listrik, lapornya kemana?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",saya mau pindahin tiang listrik lapornya kemana
pemindahan_tiang_listrik,Apakah bisa mengajukan pemindahan tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",apakah bisa mengajukan pemindahan tiang listrik
pemindahan_tiang_listrik,Berapa biaya untuk pindah tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",berapa biaya untuk pindah tiang listrik
pemindahan_tiang_listrik,"Tiang listrik ini menghalangi akses masuk, bisakah digeser?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",tiang listrik ini menghalangi akses masuk bisakah digeser
pemindahan_tiang_listrik,"Min, mau tanya alur pemindahan tiang listrik.","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",admin mau tanya alur pemindahan tiang listrik
pemindahan_tiang_listrik,Cara komplain tiang listrik yang lokasinya tidak sesuai.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",cara komplain tiang listrik yang lokasinya tidak sesuai
pemindahan_tiang_listrik,"Kalau mau geser tiang listrik, syaratnya apa saja?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",kalau mau geser tiang listrik syaratnya apa saja
pemindahan_tiang_listrik,Hubungi siapa untuk permohonan pindah tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",hubungi siapa untuk permohonan pindah tiang listrik
pemindahan_tiang_listrik,Proses pemindahan tiang listrik butuh waktu berapa lama?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",proses pemindahan tiang listrik butuh waktu berapa lama
pemindahan_tiang_listrik,Pengajuan pindah tiang via PLN Mobile bagaimana caranya?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",pengajuan pindah tiang via pln mobile bagaimana caranya
pemindahan_tiang_listrik,Apakah pemindahan tiang listrik dikenakan biaya?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",apakah pemindahan tiang listrik dikenakan biaya
pemindahan_tiang_listrik,Mohon info untuk memindahkan tiang listrik di tanah saya.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",mohon informasi untuk memindahkan tiang listrik di tanah saya
pemindahan_tiang_listrik,"Tiang listriknya mau roboh, bisa dipindahkan sekalian?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",tiang listriknya mau roboh bisa dipindahkan sekalian
pemindahan_tiang_listrik,Apa saja dokumen yang diperlukan untuk memindahkan tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",apa saja dokumen yang diperlukan untuk memindahkan tiang listrik
pemindahan_tiang_listrik,Saya keberatan dengan posisi tiang listrik saat ini.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",saya keberatan dengan posisi tiang listrik saat ini
pemindahan_tiang_listrik,Bagaimana tata cara pengaduan untuk pemindahan tiang?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",bagaimana tata cara pengaduan untuk pemindahan tiang
pemindahan_tiang_listrik,Mau request geser tiang listrik karena mau bangun rumah.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",mau request geser tiang listrik karena mau bangun rumah
pemindahan_tiang_listrik,Bisakah saya meminta tiang listriknya dipindah beberapa meter?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",bisakah saya meminta tiang listriknya dipindah beberapa meter
token,Bagaimana cara isi token listrik?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Di mana saya bisa beli token listrik?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Cara memasukkan kode token ke meteran?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Bagaimana cara cek sisa kWh di meteran?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Saya mau beli pulsa listrik, caranya?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Apakah bisa beli token di Alfamart?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Setelah beli token, apa yang harus dilakukan?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Info token listrik prabayar.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Bagaimana jika token yang dimasukkan salah?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Cara top up listrik prabayar.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Beli token lewat m-banking bisa?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Bagaimana cara kerja listrik prabayar?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Help, token saya mau habis.","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Langkah-langkah pengisian pulsa listrik.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Tanda token berhasil dimasukkan apa?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Apakah bisa cek sisa pulsa listrik di aplikasi?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Di mana saja tempat penjualan token PLN?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Saya sudah beli token, cara pakainya gimana?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Kalau token gagal masuk, kenapa ya?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Prosedur pembelian dan pengisian token.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Apakah bisa beli token pakai GoPay?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Mau tanya soal token listrik.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Cara lihat sisa token saya?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Bagaimana cara redeem voucher token listrik?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Syarat dan ketentuan pembelian token.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Info cara isi ulang listrik pintar.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Bagaimana agar kWh saya bertambah setelah isi token?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Saya mau beli token, opsinya apa saja?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,"Setelah dapat 20 digit kode, diapakan?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
token,Apakah PLN Mobile menjual token?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",
penutup,Terima kasih,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Makasih,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Oke, terima kasih","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Thanks,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Thank you,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Baik, sudah cukup","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Oke, cukup","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Sudah jelas,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Oke, sudah mengerti","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Siap, makasih infonya","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Ok,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Okee,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Okeh,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Sip,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Baiklah,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Oke, saya paham","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Got it, thanks","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Makasih banyak,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Terima kasih atas bantuannya,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Sudah selesai,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Tidak ada lagi,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Itu saja,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Sampai jumpa,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Bye,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Dadah,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Sangat membantu, terima kasih","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,"Noted, thanks","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Siap,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Oke mantap,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
penutup,Dah,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",
salam,Halo,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Hai,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Selamat pagi,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Selamat siang,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Selamat sore,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
