intent,pertanyaan,jawaban,pertanyaan_clean
pemeliharaan,Pemberitahuan mati lampu untuk esok hari.,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",pemberitahuan mati lampu untuk esok hari
pemeliharaan,Di mana saya bisa melihat daftar wilayah terdampak pemadaman?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",di mana saya bisa melihat daftar wilayah terdampak pemadaman
pemeliharaan,Apakah ada pemadaman bergilir di wilayah saya?,"Informasi pemadaman listrik (terencana/insidental) dapat dicek di PLN Mobile (menu Info Pemadaman) atau situs resmi PLN. Detail wilayah terdampak, jadwal mulai/selesai, dan estimasi penormalan ditampilkan di aplikasi. Untuk keadaan darurat, hubungi 123.",apakah ada pemadaman bergilir di wilayah saya
pindah_tiang,Prosedur geser tiang listrik PLN gimana ya?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",prosedur geser tiang listrik pln bagaimana
pindah_tiang,"Saya mau pindahin tiang listrik, lapornya kemana?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",saya mau pindahin tiang listrik lapornya kemana
pindah_tiang,Apakah bisa mengajukan pemindahan tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",apakah bisa mengajukan pemindahan tiang listrik
pindah_tiang,Berapa biaya untuk pindah tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",berapa biaya untuk pindah tiang listrik
pindah_tiang,"Tiang listrik ini menghalangi akses masuk, bisakah digeser?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",tiang listrik ini menghalangi akses masuk bisakah digeser
pindah_tiang,"Min, mau tanya alur pemindahan tiang listrik.","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",admin mau tanya alur pemindahan tiang listrik
pindah_tiang,Cara komplain tiang listrik yang lokasinya tidak sesuai.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",cara komplain tiang listrik yang lokasinya tidak sesuai
pindah_tiang,"Kalau mau geser tiang listrik, syaratnya apa saja?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",kalau mau geser tiang listrik syaratnya apa saja
pindah_tiang,Hubungi siapa untuk permohonan pindah tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",hubungi siapa untuk permohonan pindah tiang listrik
pindah_tiang,Proses pemindahan tiang listrik butuh waktu berapa lama?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",proses pemindahan tiang listrik butuh waktu berapa lama
pindah_tiang,Pengajuan pindah tiang via PLN Mobile bagaimana caranya?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",pengajuan pindah tiang via pln mobile bagaimana caranya
pindah_tiang,Apakah pemindahan tiang listrik dikenakan biaya?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",apakah pemindahan tiang listrik dikenakan biaya
pindah_tiang,Mohon info untuk memindahkan tiang listrik di tanah saya.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",mohon info untuk memindahkan tiang listrik di tanah saya
pindah_tiang,"Tiang listriknya mau roboh, bisa dipindahkan sekalian?","Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",tiang listriknya mau roboh bisa dipindahkan sekalian
pindah_tiang,Apa saja dokumen yang diperlukan untuk memindahkan tiang listrik?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",apa saja dokumen yang diperlukan untuk memindahkan tiang listrik
pindah_tiang,Saya keberatan dengan posisi tiang listrik saat ini.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",saya keberatan dengan posisi tiang listrik saat ini
pindah_tiang,Bagaimana tata cara pengaduan untuk pemindahan tiang?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",bagaimana tata cara pengaduan untuk pemindahan tiang
pindah_tiang,Mau request geser tiang listrik karena mau bangun rumah.,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",mau request geser tiang listrik karena mau bangun rumah
pindah_tiang,Bisakah saya meminta tiang listriknya dipindah beberapa meter?,"Permohonan pemindahan/relokasi tiang listrik dapat diajukan melalui PLN Mobile (menu Pengaduan atau Permohonan sesuai ketersediaan wilayah). Sertakan detail lokasi, foto kondisi, dan koordinat. Biaya mengacu pada ketentuan setelah survei. Jadwal survei dan pekerjaan akan diinformasikan melalui aplikasi.",bisakah saya meminta tiang listriknya dipindah beberapa meter
token,Bagaimana cara isi token listrik?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",bagaimana cara isi token listrik
token,Di mana saya bisa beli token listrik?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",di mana saya bisa beli token listrik
token,Cara memasukkan kode token ke meteran?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",cara memasukkan kode token ke meteran
token,Bagaimana cara cek sisa kWh di meteran?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",bagaimana cara cek sisa kwh di meteran
token,"Saya mau beli pulsa listrik, caranya?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",saya mau beli pulsa listrik caranya
token,Apakah bisa beli token di Alfamart?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",apakah bisa beli token di alfamart
token,"Setelah beli token, apa yang harus dilakukan?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",setelah beli token apa yang harus dilakukan
token,Info token listrik prabayar.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",info token listrik prabayar
token,Bagaimana jika token yang dimasukkan salah?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",bagaimana jika token yang dimasukkan salah
token,Cara top up listrik prabayar.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",cara top up listrik prabayar
token,Beli token lewat m-banking bisa?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",beli token lewat m banking bisa
token,Bagaimana cara kerja listrik prabayar?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",bagaimana cara kerja listrik prabayar
token,"Help, token saya mau habis.","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",help token saya mau habis
token,Langkah-langkah pengisian pulsa listrik.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",langkah langkah pengisian pulsa listrik
token,Tanda token berhasil dimasukkan apa?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",tanda token berhasil dimasukkan apa
token,Apakah bisa cek sisa pulsa listrik di aplikasi?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",apakah bisa cek sisa pulsa listrik di aplikasi
token,Di mana saja tempat penjualan token PLN?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",di mana saja tempat penjualan token pln
token,"Saya sudah beli token, cara pakainya gimana?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",saya sudah beli token cara pakainya bagaimana
token,"Kalau token gagal masuk, kenapa ya?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",kalau token gagal masuk kenapa
token,Prosedur pembelian dan pengisian token.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",prosedur pembelian dan pengisian token
token,Apakah bisa beli token pakai GoPay?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",apakah bisa beli token pakai gopay
token,Mau tanya soal token listrik.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",mau tanya soal token listrik
token,Cara lihat sisa token saya?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",cara lihat sisa token saya
token,Bagaimana cara redeem voucher token listrik?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",bagaimana cara redeem voucher token listrik
token,Syarat dan ketentuan pembelian token.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",syarat dan ketentuan pembelian token
token,Info cara isi ulang listrik pintar.,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",info cara isi ulang listrik pintar
token,Bagaimana agar kWh saya bertambah setelah isi token?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",bagaimana agar kwh saya bertambah setelah isi token
token,"Saya mau beli token, opsinya apa saja?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",saya mau beli token opsinya apa saja
token,"Setelah dapat 20 digit kode, diapakan?","Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",setelah dapat digit kode diapakan
token,Apakah PLN Mobile menjual token?,"Untuk isi token, beli melalui bank/ATM, internet atau mobile banking, minimarket, e-wallet, marketplace, atau aplikasi PLN Mobile. Masukkan 20 digit kode token ke meter prabayar hingga tampil 'ACCEPT' dan kWh bertambah. Cek sisa kWh pada layar meter atau di PLN Mobile.",apakah pln mobile menjual token
penutup,Terima kasih,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",terima kasih
penutup,Makasih,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",makasih
penutup,"Oke, terima kasih","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",oke terima kasih
penutup,Thanks,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",thanks
penutup,Thank you,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",thank you
penutup,"Baik, sudah cukup","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",baik sudah cukup
penutup,"Oke, cukup","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",oke cukup
penutup,Sudah jelas,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",sudah jelas
penutup,"Oke, sudah mengerti","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",oke sudah mengerti
penutup,"Siap, makasih infonya","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",siap makasih infonya
penutup,Ok,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",ok
penutup,Okee,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",okee
penutup,Okeh,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",okeh
penutup,Sip,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",sip
penutup,Baiklah,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",baiklah
penutup,"Oke, saya paham","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",oke saya paham
penutup,"Got it, thanks","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",got it thanks
penutup,Makasih banyak,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",makasih banyak
penutup,Terima kasih atas bantuannya,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",terima kasih atas bantuannya
penutup,Sudah selesai,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",sudah selesai
penutup,Tidak ada lagi,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",tidak ada lagi
penutup,Itu saja,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",itu saja
penutup,Sampai jumpa,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",sampai jumpa
penutup,Bye,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",bye
penutup,Dadah,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",dadah
penutup,"Sangat membantu, terima kasih","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",sangat membantu terima kasih
penutup,"Noted, thanks","Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",noted thanks
penutup,Siap,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",siap
penutup,Oke mantap,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",oke mantap
penutup,Dah,"Terima kasih telah menghubungi PLN. Jika ada pertanyaan lain, silakan hubungi kembali.",dah
salam,Halo,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",halo
salam,Hai,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",hai
salam,Selamat pagi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",selamat pagi
salam,Selamat siang,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",selamat siang
salam,Selamat sore,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",selamat sore
salam,Selamat malam,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",selamat malam
salam,Permisi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",permisi
salam,Assalamualaikum,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",assalamualaikum
salam,Salam,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",salam
salam,Apa kabar?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apa kabar
salam,Min?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",admin
salam,Admin,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",admin
salam,Halo admin PLN,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",halo admin pln
salam,Apakah ini bot?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apakah ini bot
salam,Saya bicara dengan siapa?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",saya bicara dengan siapa
salam,Ini siapa?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",ini siapa
salam,Apakah ini CS PLN?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apakah ini cs pln
salam,Ini chatbot ya?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",ini chatbot
salam,Apakah ini mesin?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apakah ini mesin
salam,Saya terhubung dengan siapa?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",saya terhubung dengan siapa
salam,Bisa bantu?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",bisa bantu
salam,Butuh bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",butuh bantuan
salam,Tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",tolong
salam,Help,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",help
salam,Bisa minta tolong?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",bisa minta tolong
salam,Mohon bantuannya,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",mohon bantuannya
salam,Butuh info,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",butuh info
salam,Saya perlu bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",saya perlu bantuan
salam,Apakah bisa dibantu?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apakah bisa dibantu
salam,Bantuan dong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",bantuan
salam,Bisa tanya?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",bisa tanya
salam,Saya mau tanya,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",saya mau tanya
salam,Apakah ada orang?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apakah ada orang
salam,Info,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",info
salam,Mulai,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",mulai
salam,Start,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",start
salam,Cek,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",cek
salam,Ada yang aktif?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",ada yang aktif
salam,Saya ingin bertanya,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",saya ingin bertanya
salam,Tes,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",tes
salam,P,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",p
salam,Oi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",oi
salam,Woy,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",woy
salam,Misi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",misi
salam,Gan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",gan
